url,coverage_state,verdict,google_canonical,user_canonical,last_crawl_time
https://www.themodernwallet.com/compare/hysa-vs-money-market/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/compare/invoice-factoring-vs-business-line-of-credit/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/compare/invoice-factoring-vs-merchant-cash-advance/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/compare/living-trust-vs-will/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/compare/merchant-cash-advance-vs-loan/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/compare/online-will-vs-lawyer/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/compare/prenup-vs-postnup/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/compare/probate-vs-trust/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/compare/renting-vs-buying/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/compare/revocable-vs-irrevocable-trust/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/compare/roth-401k-vs-traditional-401k/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/compare/roth-ira-vs-roth-401k/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/compare/stocks-vs-bonds/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/compare/tax-attorney-vs-cpa-vs-enrolled-agent/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/compare/term-life-vs-universal-life-insurance/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/compare/trump-account-vs-529-vs-utma/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/compare/trump-account-vs-529/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/compare/trump-account-vs-baby-bonds/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/compare/trump-account-vs-brokerage-account/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/compare/trump-account-vs-custodial-account/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/compare/trump-account-vs-roth-ira/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/compare/trump-account-vs-savings-account/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/compare/utma-vs-ugma/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/compare/va-loan-vs-conventional-loan/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/compare/whole-life-vs-universal-life-insurance/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/elder-care/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/estate-planning/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/529-investment-strategy-by-age/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/529-leftover-money-options/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/529-qualified-expenses/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/am-i-ready-to-retire/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/back-taxes-guide/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/balance-transfer-credit-card-approval-odds/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/best-investment-account-for-kids/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/chase-travel-portal-guide/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/coast-fire-guide/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/concentrated-stock-position-risk/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/credit-card-cash-advance-guide/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/credit-card-perks-worth-it/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/credit-score-for-0-apr-credit-card/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/custodial-account-taxes-kiddie-tax/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/custodial-roth-ira-for-kids/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/first-time-estate-planning/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/first-time-home-buyer-guide/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/how-long-to-pay-off-credit-card/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/how-much-emergency-fund/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/how-much-life-insurance-do-i-need/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/how-much-tax-will-i-pay/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/how-revenue-affects-business-loan-approval/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/how-to-buy-a-car/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/how-to-choose-a-balance-transfer-credit-card/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/how-to-choose-a-financial-advisor/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/how-to-open-a-custodial-brokerage-account-for-kids/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/how-to-open-a-trump-account/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/how-to-protect-assets-from-nursing-home/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/money-market-account-debit-card/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/money-market-account/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/passive-income-ideas/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/pay-off-debt-or-invest/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/personal-loans-for-excellent-credit/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/probate-process-guide/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/real-estate-investment-options/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/side-hustle-ideas/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/small-business-financing-guide/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/student-loan-standard-repayment-plan/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/tax-tips/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/trump-account-alternatives/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/trump-account-eligibility/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/trump-account-for-newborns/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/trump-account-rules/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/trump-account-taxes/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/trump-account-worth-it/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/trump-accounts/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/trump-gold-coin/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/trump-savings-account/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/utma-custodial-account-explained/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/what-are-trump-accounts-invested-in/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/what-is-an-ipo/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/guides/what-to-do-with-an-inheritance/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/investing/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/investing/compound-interest-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/investing/dividend-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/investing/dollar-cost-averaging-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/investing/high-yield-savings-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/investing/investment-growth-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/investing/roth-ira-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/investing/savings-goal-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/investing/sp500-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/investing/withdrawal-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/invoice-factoring/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/merchant-cash-advance/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/mortgage/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/mortgage/affordability-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/mortgage/amortization-schedule/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/mortgage/closing-cost-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/mortgage/early-payoff-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/mortgage/extra-payment-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/mortgage/fha-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/mortgage/home-affordability-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/mortgage/interest-only-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/mortgage/payoff-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/mortgage/refinance-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/mortgage/va-loan-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/net-worth/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/net-worth/couples-net-worth-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/net-worth/how-to-calculate-net-worth/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/net-worth/liquid-net-worth-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/net-worth/net-worth-by-age-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/net-worth/net-worth-percentile-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/net-worth/net-worth-projection-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/portfolio/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/portfolio/60-40-portfolio-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/portfolio/expected-return-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/portfolio/portfolio-risk-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/probate/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/real-estate/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/real-estate/airbnb-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/real-estate/cap-rate-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/real-estate/capital-gains-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/real-estate/cash-flow-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/real-estate/cash-on-cash-return-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/real-estate/depreciation-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/real-estate/rental-income-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/real-estate/rental-income-tax-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/real-estate/roi-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/retirement/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/retirement/401k-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/retirement/401k-early-withdrawal-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/retirement/couples-retirement-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/retirement/early-retirement-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/retirement/fire-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/retirement/military-retirement-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/retirement/pension-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/retirement/retirement-income-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/retirement/retirement-savings-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/retirement/rmd-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/retirement/social-security-retirement-calculator/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/roundup/best-401k-providers-for-small-business/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/roundup/best-budgeting-apps-for-couples/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/roundup/best-estate-planning-software/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/roundup/best-index-funds/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/roundup/best-investment-apps-for-beginners/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/roundup/best-ira-accounts/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/roundup/best-living-trust-services/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/roundup/best-money-market-accounts/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/roundup/best-mortgage-lenders/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/roundup/best-net-worth-tracker/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/roundup/best-online-will-makers/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/roundup/best-retirement-accounts-for-self-employed/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/roundup/best-tax-relief-companies/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/tax-resolution/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/trump-account/,Submitted and indexed,PASS,,,
https://www.themodernwallet.com/auto-loan/refinance-calculator/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/business-loan-payoff/,Submitted and indexed,PASS,https://www.themodernwallet.com/business-loan-payoff/,https://www.themodernwallet.com/business-loan-payoff/,2026-07-31T14:44:15Z
https://www.themodernwallet.com/coast-fire/,Submitted and indexed,PASS,https://www.themodernwallet.com/coast-fire/,https://www.themodernwallet.com/coast-fire/,2026-07-31T14:42:15Z
https://www.themodernwallet.com/compare/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/15-year-vs-20-year-vs-30-year-mortgage/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/403b-vs-401k/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/457b-vs-401k/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/457b-vs-403b/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/457b-vs-roth-ira/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/annuity-vs-cd/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/bilt-rewards-vs-chase-ultimate-rewards/,Submitted and indexed,PASS,https://www.themodernwallet.com/compare/bilt-rewards-vs-chase-ultimate-rewards/,https://www.themodernwallet.com/compare/bilt-rewards-vs-chase-ultimate-rewards/,2026-07-28T14:48:42Z
https://www.themodernwallet.com/compare/business-line-of-credit-vs-sba-loan/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/cash-out-refinance-vs-heloc/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/cd-vs-money-market/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/coast-fire-vs-barista-fire/,Submitted and indexed,PASS,https://www.themodernwallet.com/compare/coast-fire-vs-barista-fire/,https://www.themodernwallet.com/compare/coast-fire-vs-barista-fire/,2026-07-31T14:48:16Z
https://www.themodernwallet.com/compare/elder-law-attorney-vs-estate-planning-attorney/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/factor-rate-vs-interest-rate/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/fha-loan-vs-va-loan/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/fha-vs-conventional-loan/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/financial-advisor-vs-cpa/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/financial-advisor-vs-financial-planner/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/financial-advisor-vs-wealth-manager/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/gusto-401k-vs-paychex-401k/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/heloc-vs-home-equity-loan/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/heloc-vs-personal-loan/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/i-bonds-vs-ee-bonds/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/i-bonds-vs-tips/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/index-fund-vs-etf/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/index-fund-vs-mutual-fund/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/invoice-factoring-vs-invoice-discounting/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/living-trust-vs-lady-bird-deed/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/merchant-cash-advance-vs-revenue-based-financing/,Crawled - currently not indexed,NEUTRAL,,,2026-07-19T16:23:31Z
https://www.themodernwallet.com/compare/military-retirement-vs-medical-retirement/,Submitted and indexed,PASS,https://www.themodernwallet.com/compare/military-retirement-vs-medical-retirement/,https://www.themodernwallet.com/compare/military-retirement-vs-medical-retirement/,2026-07-28T14:50:42Z
https://www.themodernwallet.com/compare/military-retirement-vs-va-disability/,Submitted and indexed,PASS,https://www.themodernwallet.com/compare/military-retirement-vs-va-disability/,https://www.themodernwallet.com/compare/military-retirement-vs-va-disability/,2026-07-28T14:50:42Z
https://www.themodernwallet.com/compare/pension-vs-401k/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/power-of-attorney-vs-guardianship/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/rollover-ira-vs-roth-ira/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/rollover-ira-vs-traditional-ira/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/roth-ira-vs-traditional-ira/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/secured-vs-unsecured-loan/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/sep-ira-vs-solo-401k/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/simple-ira-vs-401k/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/stocks-vs-bonds-vs-cash/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/traditional-ira-vs-401k/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/tsp-vs-401k/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/compare/whole-life-vs-term-life-insurance/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/editorial-policy/,Submitted and indexed,PASS,https://www.themodernwallet.com/editorial-policy/,https://www.themodernwallet.com/editorial-policy/,2026-07-28T14:40:38Z
https://www.themodernwallet.com/guides/250th-anniversary-coins/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/guides/401k-beneficiary-rules/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/guides/ai-financial-advice-chatbots-guide/,Submitted and indexed,PASS,https://www.themodernwallet.com/guides/ai-financial-advice-chatbots-guide/,https://www.themodernwallet.com/guides/ai-financial-advice-chatbots-guide/,2026-07-28T14:42:40Z
https://www.themodernwallet.com/guides/bitcoin-retirement-calculator-considerations/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/guides/borrowing-against-life-insurance/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/guides/coast-fire-for-couples/,Submitted and indexed,PASS,https://www.themodernwallet.com/guides/coast-fire-for-couples/,https://www.themodernwallet.com/guides/coast-fire-for-couples/,2026-07-31T14:46:15Z
https://www.themodernwallet.com/guides/credit-card-gamification/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/guides/current-mortgage-rates-guide/,Submitted and indexed,PASS,https://www.themodernwallet.com/guides/current-mortgage-rates-guide/,https://www.themodernwallet.com/guides/current-mortgage-rates-guide/,2026-07-28T14:42:40Z
https://www.themodernwallet.com/guides/financial-advisor-worth-it/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/guides/financial-planning-for-30-year-olds/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/guides/high-yield-savings-account-for-kids-and-teens/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/guides/how-much-does-investing-1000-a-month-grow-to/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/guides/how-much-to-save-for-retirement-average-earner/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/guides/how-to-account-for-invoice-factoring/,Submitted and indexed,PASS,https://www.themodernwallet.com/guides/how-to-account-for-invoice-factoring/,https://www.themodernwallet.com/guides/how-to-account-for-invoice-factoring/,2026-07-31T14:52:18Z
https://www.themodernwallet.com/guides/how-to-become-a-401k-millionaire/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/guides/how-to-budget-when-prices-keep-rising/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/guides/how-to-budget-with-irregular-income/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/guides/how-to-build-a-dividend-portfolio/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/guides/how-to-invest-100k-to-1-million/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/guides/how-to-invest-200k/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/guides/how-to-read-a-personal-loan-review/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/guides/how-to-retire-at-40/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/guides/how-to-retire-at-67/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/guides/how-to-retire-in-10-years-with-no-savings/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/guides/international-high-yield-savings-accounts/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/guides/international-retirement-calculators/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/guides/is-3-million-enough-to-retire-at-40/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/guides/is-60-40-portfolio-dead/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/guides/is-a-living-trust-worth-it/,Submitted and indexed,PASS,https://www.themodernwallet.com/guides/is-a-living-trust-worth-it/,https://www.themodernwallet.com/guides/is-a-living-trust-worth-it/,2026-07-31T14:48:16Z
https://www.themodernwallet.com/guides/is-extended-car-warranty-worth-it/,Submitted and indexed,PASS,https://www.themodernwallet.com/guides/is-extended-car-warranty-worth-it/,https://www.themodernwallet.com/guides/is-extended-car-warranty-worth-it/,2026-07-28T14:46:42Z
https://www.themodernwallet.com/guides/lending-money-to-family-boundaries/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/guides/lessons-from-2008-housing-crash/,Submitted and indexed,PASS,https://www.themodernwallet.com/guides/lessons-from-2008-housing-crash/,https://www.themodernwallet.com/guides/lessons-from-2008-housing-crash/,2026-07-28T14:44:40Z
https://www.themodernwallet.com/guides/mortgage-refinance-lessons-learned/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/guides/retirement-calculator-spreadsheet-template/,Submitted and indexed,PASS,https://www.themodernwallet.com/guides/retirement-calculator-spreadsheet-template/,https://www.themodernwallet.com/guides/retirement-calculator-spreadsheet-template/,2026-07-31T14:52:17Z
https://www.themodernwallet.com/guides/roth-conversion-ladder/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/guides/roth-conversion-rules/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/guides/sales-tax-holidays-guide/,Submitted and indexed,PASS,https://www.themodernwallet.com/guides/sales-tax-holidays-guide/,https://www.themodernwallet.com/guides/sales-tax-holidays-guide/,2026-07-28T14:46:42Z
https://www.themodernwallet.com/guides/what-is-a-good-expense-ratio/,URL is unknown to Google,NEUTRAL,,,
https://www.themodernwallet.com/guides/what-target-date-fund-should-i-choose/,URL is unknown to Google,NEUTRAL,,,
